,Id,Title,Type,Salary,Description,City,Postcode,MinSalary,MaxSalary
62,61262bc399e9550018249dda,Software Engineer (data viz),SE,"45,000 - 65,000 GBP per year","Salary 45,000 - 65,000 GBP per year Requirements:- We primarily use web technologies (TypeScript, React.js, WebGL and GLSL with Node.js, GraphQL, PostgreSQL, AWS), but the development process is more akin to building a game or graphics application than a typical web app.Experience with web technologies would be ideal, but as long as you have good code fluency we are confident that the rest can be learnt on the job (as we all have done!)You should be willing to take ownership of features, contribute ideas and be up for solving new problems that working at the cutting edge can throw at you. Good communication and team-working skills are essential. You will be expected to challenge and inspire others in the team, share experience and help define the future direction of the product.Responsibilities:- We put a lot of emphasis on visual aesthetics and user experience, as well as technical best-practices and software engineering craftsmanship.The team has a diverse mix of skills with backgrounds in literature, philosophy, medicine, maths, physics and computer science. We aim to foster an intellectually stimulating environment with an inclusive culture. As life-long learners we have a broad range of interests beyond our own specialisms.Technologies:- 3D- AWS- Business Intelligence- GraphQL- PostgreSQL- React- TypeScript- WebGL- NodeJS- JavaScriptMore: We are looking for a software engineer to join the development team on our Data 2 Pictures (d2p) product. d2p is a stunning next-gen real time 3d data visualisation and presentation application that runs entirely in the browser.Interview ProcessWe start with a face-to-face chat to learn more about your experience, interests and topics that get you excited. It is a chance for you to see our fantastic office space (pictures here: http://www.kpv-lab.co.uk/about ), learn more about the company and get a secret demo of our main projects!That is followed by a small homework coding challenge to cover some front-end development essentials.Finally we get you back in the office for a ~2.5hr technical interview, which is a pair programming exercise with one of the developers and observed by another. This aims to simulate a more realistic work process using a dedicated mini project.We believe the interview process should be a positive experience regardless of the outcome. About KPV LABFormed in late 2017, KPV LAB Edinburgh is part of the international KPV Group, which has its headquarters in Munich, Germany.The Edinburgh team (currently 12 people) is a software studio building next-generation platforms and experiences to explore and visualise knowledge and information.Our two products have a particular focus on managing data in time & space and encompass the fields of history, literature, science, music and business intelligence.Our drive is to create new ways to explore and interact with knowledge that reveal meaningful insights and experiences.We are in the privileged position of having full control over the implementation, direction and timing of our projects thanks to solid long-term backing. This is a unique opportunity to work on a very novel and innovative project within a company that wants to do it right, without unnecessary compromise!",Edinburgh,EH22BD,45000,65000
63,613b43eb0bffc80018537486,JAVA Software Engineer (remote working from UK or Spain,SE,"30,000 - 50,000 GBP per year","Salary 30,000 - 50,000 GBP per year Requirements:- . At least 2+ years of industry engineering experience. Experience with object orientated programming, ideally Java. Experience integrating with and/or designing and implementing RESTful APIs. Experience with efficient and scalable software systems. Experienced with modern application frameworks – we use Spring Boot  and database integrations eg. SQL/NoSQL & HibernateResponsibilities:- We are looking for a Software Engineer to join our Agile team and contribute to our exciting and innovative products.We are Agile, use Scrum Methodologies, and our Sprints usually last for two weeks.This is a great opportunity to be part of a small successful engineering team where you can influence the future direction of our product lifecycle, from development best practice to deployment technologies.  We are a truly Agile team with no siloed roles and we succeed together.  You will be a cross functional development team member excited to take on everything needed to deliver outstanding solutions.  This could be building our front-end, server, optimising our database, writing automated test frameworks, or scaling our distribution.   Principal Responsibilities  :. Take on all development tasks to create high quality, intuitive and easy-to-use applications . Design and implement new features in our existing applications . Integrate our backend with new APIs . Optimise applications for performance, scalability, and maintainability . Promote high standards of design patterns and coding best practices . Stay up-to-date on emerging technologies Technologies:- Java- Spring Boot- Hibernate- API- JUnit- NoSQL- SQL- React- JIRA- CI/CDMore: About Us QikServe is the enterprise platform for guest self-service in hospitality. Our digital ordering and payments solutions are powering some of the biggest players in the hospitality industry.  From one of the world’s largest coffee chains and travel concessions operators to household names in the world of fast casual, theme and amusement, we’re giving guests the convenience to order and pay for their food whenever and however they want.  Learn more at http://www.qikserve.com  The Position  We believe in our company, our solution, our team and ourselves and we welcome talented individuals to come and be part of it. We are looking for a Software Engineer to join our Agile team and contribute to our exciting and innovative products.  We are Agile, use Scrum Methodologies, and our Sprints usually last for two weeks.The person we are looking for will be comfortable in an autonomous team that is always learning and growing together.  We want someone who listens and contributes, strives for technical best practice and shows initiative and resourcefulness when tackling both planned and unplanned development problems.  The successful candidate will contribute to the development of our products, focused on our Java based hospitality API and integrations. We believe in our company, our solution, our team and ourselves and we welcome talented individuals to come and be part of it. ",Edinburgh,EH2 4QZ,30000,50000
64,613b57740bffc800185374bc,Digital Design Engineer FPGA,Other,"40,000 - 55,000 GBP per year","Salary 40,000 - 55,000 GBP per year Requirements:- You will be able to demonstrate technical experience in the following areas:. Proficiency in Verilog HDL for RTL design and simulation. Robust IP design for re-use practice and methodologies for SOC (system-on-chip) reuse. RTL specification, design, integration and verification. Specification, sourcing and integration of digital and analogue IP from 3rd Parties. Solid understanding of FPGA device fabrics and design tools. Efficient translation of design or algorithms to available FPGA/system resources in line with cost and performance constraints. Target FPGA for pre-silicon sign-off and liaison with ‘back-end’ VLSI design servicesResponsibilities:- We are looking for an experienced Design Engineer with 3+ years industrial experience who will work closely with our CEO and Interim VLSI design specialist to ultimately take responsibility for;. Translating customer requirements into comprehensive device and system-level specification. Full ownership of the digital design implementation and test on FPGA. Enhancing FPGA and system design simulation, modelling and test benches. Regular communication with internal software and hardware R&D teams. Liaise with customers to ensure our deliverables meet or exceed specification and expectation. Revising and updating the existing product. Developing the next generation of products. Management of 3rd party VLSI design services for full-custom silicon designTechnologies:- FPGA- Verilog- SystemVerilogMore: About UsFounded in 2015 and headquartered in Edinburgh, Photon Force is a multi-award-winning business with a mission to provide innovative, high quality, and accurate sensor technology to facilitate research, and ultimately enable next-generation products. Until now, single photon detection and timing capabilities have only been available as separate, bulky, and low-throughput pieces of equipment. Photon Force’s products help speed up research progress by streamlining these features into a single, simple unit, easily integrated into an existing lab setup. Our current cameras have been used for a wide range of exciting and revolutionary applications, such as video-rate fluorescence lifetime imaging, advanced LiDAR systems which can image through fog and even around corners, and neural imaging to support emerging brain-computer interface research.Photon Force has very recently secured £1.8m in research and development grant funding which is aimed at supporting their next stage of growth and focus on developing their product range for a wider customer base and future revenue streams. With an existing interesting and diverse customer base, which includes Facebook, they have set strong foundations on which to build for the next stage of growth. With an existing, interesting and diverse customer base, which includes leading international research institutions; MIT, KCL and Tsinghua, they have set strong foundations on which to build for the next stage of growth.About the RoleA newly created opportunity to contribute to the evolution of system architecture and underpinning digital design of current and future products. You will be a technology enthusiast, keen to collaborate and design within a small, relaxed but professional multi-disciplinary team. You will have a ‘can-do’ attitude and be excited to be part of a company that pushes the boundaries of technology to new heights. You will have a robust and methodical approach to design with good communication and documentation skills to ensure your essential work can be accessible to other parties.We provide an inclusive and collaborative environment where innovation can be fostered through continuous personal and professional development.",Edinburgh,EH9 3BF,40000,55000
65,6140718e3b59ab0018fa519a,Mid Level Engineer (Remote - UK Based),SE,"35,000 - 45,000 GBP per year","Salary 35,000 - 45,000 GBP per year Requirements:- at least 3 years of commercial development experience using ASP.NET Coreat least 3 years of experience working with REST APIsexperience of TDD and or BDDa methodical, thorough and detail-oriented approach to your worka desire to keep learningResponsibilities:- Working with stakeholders, business analysts, and other developers to break down high-level requirements into user storiesBuilding, documenting and testing features in our API first wealthtech platformWriting clean code and tests.Identifying and troubleshooting software issuesProviding feedback on PRsTechnologies:- ASP.NET- React- RESTMore: About the companyWealthKernel is a VC based fintech company whose mission is to enable change that makes financial services better for everyday people. We aim to be the AWS of savings, investment and pension infrastructure. We were recently selected by Tech Nation to participate in Fintech 3.0, a growth programme for the best and brightest UK fintechs.​About the jobWe are looking for a passionate back-end developer to join our growing team and help shape the future of our company. Having worked in an agile environment, you will be a self-starting problem-solver with plenty of initiative.",London, EC2A 4DP,35000,45000
66,614071993b59ab0018fa51a2,Engineer Team Lead ,Management,"60,000 - 70,000 GBP per year","Salary 60,000 - 70,000 GBP per year Requirements:- at least 3 years of commercial development experience using ASP.NET Coreat least 5 years of experience working with REST APIsat least 2 years experience of team leadershipa methodical, thorough and detail-oriented approach to your workResponsibilities:- Building, reviewing and testing features of our WealthTech platform - this is very much a hands-on roleIdentifying and championing engineering best practiceEvolving and improving our processesBalancing strategic and tactical prioritiesLine-managing, coaching and mentoring your teamTechnologies:- ASP.NET- REST- microservicesMore: About the companyWealthKernel is a VC based fintech company whose mission is to enable change that makes financial services better for everyday people. We aim to be the AWS of savings, investment and pension infrastructure. We were recently selected by Tech Nation to participate in Fintech 3.0, a growth programme for the best and brightest UK fintechs.​About the jobWe are looking for a passionate, hands-on engineering team lead to join our growing team and help shape the future of our company. Having worked in an agile environment, you will be a self-starting problem-solver with plenty of initiative and an appetite for responsibility. You will have a strong software engineering background.",London, EC2A 4DP,60000,70000
67,614097a23b59ab0018fa522d,Senior Software Engineer,SE,"75,000 - 90,000 GBP per year","Salary 75,000 - 90,000 GBP per year Requirements:- Behavioral Skills:Ability to work across global teams and working with different cultures across different time zones with strong communication and collaboration skillsTendency to go above and beyond to make things work; manage own and others work to meet the deadline and assist other team members in their deliverablesDesire to write clean, correct and efficient codeAbility to breakdown complex problems into simple solutionsTechnical Skills:Proven work experience as a developer in Go, and demonstrable knowledge of front-end technologies such as JavaScript, HTML, CSS and Javascript frameworks like ReactGood knowledge of AWS tools and technologies (i.e. Lambda, S3, SQS, SNS etc)Experience in building and using Continuous deployment ecosystemAbility to understand, document, and communicate the compromises made during the decision of technical discussionsAbility to come up with multiple solutions to a problem and finalizing on one with proper rationaleExperience with establishing and maintaining the best practices(test-driven development, continuous integration, SCRUM, refactoring and code standards)Ability to estimate well at a project-level by identifying dependencies and managing themExperience of scoping/proposing flexible technical solutions independentlyAbility to implement automated testing platforms and unit testsExperience with designing and developing the RESTful APIsAbility to integrate multiple data sources and databases into one systemTech Stack:Go, Node.js, ReactAWS services (Lambda, S3, SQS, SNS, ALB, API Gateway, Kinesis, Fargate, DynamoDB, RDS, serverless)Docker, ELK stackResponsibilities:- Technical:Develop bespoke enterprise grade applications. Actively participate in the feature design discussion keeping the business requirement at the center and communicate it to the wider audience with necessary documentation and diagramRecommend feature/ideas to product, contribute to idea/feature shaping up process and backlog refinementFind and maintain the technical debt backlog and work on a plan to knock out each of those as deemed necessaryHelp product team and stakeholders to understand detailed cost/complexityWork and collaborate with Architects to design high level solutions, help to breakdown tasks and estimatesCommunicate decisions through technical design artifacts, tech talks, and team meetingsReview others' work in the context of the whole system and/or platform, work with them for improvementBuild proof of concept to demonstrate design thinking and help to foster the adoption of new technologiesWork on all phases of the development lifecycle, including continuous integration, tests deployment, and refactoringProcess:Work continuously with other team members to improve the processes and implement itPropose, define and own the technical best practices and policiesIdentify gaps and opportunities in the existing testing tool set and techniquesTeam/People:Mentor engineers both technically and culturally via pairing, technical design review, and code reviewHelp in onboarding a new member in technical areasHelp team members to clarify technical decisionsHelp your teammates and help other engineers to level upIdentify the time consuming or any blocker in the team (process/culture) and bring it up to other attention with recommended solutionsSupport Lead Engineer and Product Managers to ensure that an initiative/feature has proper rollout and communication plan and support the rollout process.Technologies:- AWS- Golang- JavaScript- React- NodeJS- PythonMore: About CloudFactory:CloudFactory provides a tech-forward, professionally managed workforce solution with all the benefits of a trained internal team. Our teams are agile, scale fast, and process data with high accuracy on virtually any platform specializing in Digitization, Managed Crowd-sourcing, Image Annotation, Image Labeling, Cloud Labor, Machine Learning, Artificial Intelligence, Natural Language Processing, Video Labeling, Video Annotation, Outsourcing, Data Processing, Data Labeling, and Workforce SolutionsCloudFactory is on a mission to change how work gets done. We're using technology to make it super easy and affordable for startups and fast-growing companies to automate and outsource routine back-office data work. As a leader in the Impact Sourcing movement, we aim to connect 1 million people to online work, while raising them up as leaders to address poverty in their own communities as they earn learn and serve in their journey of becoming leaders worth following. Our workforce is recruited from talent “hot spots” around the globe such as Nepal and Kenya where we can hire the best and brightest in areas where there are thousands of talented people, but limited opportunities for meaningful and sustainable employment.If you want to join our movement, click on the link below to apply. Don’t settle for a job, pursue a calling at CloudFactory.",Reading,RG1 3BE,75000,90000
68,614098443b59ab0018fa5238,Software Engineer,SE,"55,000 - 65,000 GBP per year","Salary 55,000 - 65,000 GBP per year Requirements:- Technical Skills:Proven work experience as a developer in Ruby on Rails, or Go, or any other programming language and demonstrable knowledge of front-end technologies such as JavaScript, HTML, CSS and Javascript frameworks like ReactWorking knowledge of AWS tools and technologies (i.e. Lambda, S3, SQS, SNS etc)Ability to understand, document, and communicate the compromises made during the decision of technical discussionsAbility to come up with multiple solutions to a problem and finalizing on one with proper rationaleExperience with establishing and maintaining the best practices(test-driven development, continuous integration, SCRUM, refactoring and code standards)Ability to estimate well at a project-level by identifying dependencies and managing themExperience of scoping/proposing flexible technical solutions independentlyAbility to implement automated testing platforms and unit testsExperience with designing and developing the RESTful APIsExperience of designing databases that represent and support business processesAbility to integrate multiple data sources and databases into one systemResponsibilities:- Technical:Develop bespoke enterprise grade applications. Actively participate in the feature design discussion keeping the business requirement at the center and communicate it to the wider audience with necessary documentation and diagramRecommend feature/ideas to product, contribute to idea/feature shaping up process and backlog refinementContribute to the technical debt backlog and help to prioritizeHelp product team and stakeholders to understand detailed cost/complexityWork and collaborate to design high level solutions, help to breakdown tasks and estimatesCommunicate decisions through technical design artifacts, tech talks, and team meetingsReview others' work in the context of the whole system and/or platform, work with them for improvementBuild proof of concept to demonstrate design thinking and help to foster the adoption of new technologiesWork on all phases of the development lifecycle, including continuous integration, tests deployment, and refactoringProcess:Work continuously with other team members to improve the processes and implement itIdentify gaps and opportunities in the existing testing tool set and techniquesTeam/People:Help team members to clarify technical decisionsHelp your teammates and help other engineers to level upIdentify the time consuming or any blocker in the team (process/culture) and bring it up to other attention with recommended solutionsSupport Lead Engineer and Product Managers to ensure that an initiative/feature has proper rollout and communication plan and support the rollout processTechnologies:- Golang- React- NodeJS- AWS- Docker- ELKMore: At CloudFactory we believe that talent is equally distributed around the world, but opportunity is not. We also believe that the future of work is distributed and on-demand. We are leveling the playing field with technology that effectively shrinks the distance between companies and the world’s massive untapped talent pool. CloudFactory helps companies grow by connecting them to a scalable WorkStream, staffed by a global workforce, that is tightly integrated with their teams, processes and systems. CloudFactory helps companies scale by deeply integrating a global workforce into their teams, processes and systems. By harnessing the massive, untapped talent pool that exists in every corner of our planet, we will be able to maximize the potential of people, companies and ideas — regardless of where they originate.As a member of CloudFactory’s Engineering team, you will be tasked with building and growing a world-class distributed workforce management platform that will connect one million people in developing countries to basic computer work. You will be responsible for designing, developing and implementing domain level technical solutions. We believe that a strong and happy engineering team will give the long term results we desire as a company.CloudFactory provides a tech-forward, professionally managed workforce solution with all the benefits of a trained internal team. Our teams are agile, scale fast, and process data with high accuracy on virtually any platform specializing in Digitization, Managed Crowd-sourcing, Image Annotation, Image Labeling, Cloud Labor, Machine Learning, Artificial Intelligence, Natural Language Processing, Video Labeling, Video Annotation, Outsourcing, Data Processing, Data Labeling, and Workforce SolutionsCloudFactory is on a mission to change how work gets done. We're using technology to make it super easy and affordable for startups and fast-growing companies to automate and outsource routine back-office data work. As a leader in the Impact Sourcing movement, we aim to connect 1 million people to online work, while raising them up as leaders to address poverty in their own communities as they earn learn and serve in their journey of becoming leaders worth following. Our workforce is recruited from talent “hot spots” around the globe such as Nepal and Kenya where we can hire the best and brightest in areas where there are thousands of talented people, but limited opportunities for meaningful and sustainable employment.If you want to join our movement, click on the link below to apply. Don’t settle for a job, pursue a calling at CloudFactory.",Reading,RG1 3BE,55000,65000
69,6140a3763b59ab0018fa5262,Senior UI Developer,SE,"90,000 - 120,000 GBP per year","Salary 90,000 - 120,000 GBP per year Requirements:- - At least 4+ years of experience as React Front End Developer-  Strong knowledge of modern software design principles and algorithms.- A Degree in computer science. (2:1 or higher)- Passionate about inquisitive about using new technology- Experience with visualization tools (D3JS, Graphlytic, ChartJS) - AdvantageousResponsibilities:- A global leading commodities trading firm who are growing rapidly are seeking a Senior UI Developer to join their London HQ and champion the web development for their Trading Systems team. This is an important hire for this organisation and they're looking for a strong technologist with leadership qualities to work closely with the senior IT team and business figures.This role is an ideal position for a passionate UI developer who enjoys working with React and Redux. There will be a lot of Greenfield work using visualisation graph tools, making experience with this advantageous. Ideally the successful applicant will come from a Computer Science background and have deep experience with both vanilla and functional JavaScript programming.Technologies:- React- React Native- Redux- JavaScript- D3- Graph Database- CSS- HTML5- TypeScript- TDD- UX UI DesignMore: A global leading commodities trading firm who are growing rapidly are seeking a Senior UI Developer to join their London HQ and champion the web development for their Trading Systems team. This is an important hire for this organisation and they're looking for a strong technologist with leadership qualities to work closely with the senior IT team and business figures.This role is an ideal position for a passionate UI developer who enjoys working with React and Redux. There will be a lot of Greenfield work using visualisation graph tools, making experience with this advantageous. Ideally the successful applicant will come from a Computer Science background and have deep experience with both vanilla and functional JavaScript programming.",London,SE1 7TT,90000,120000
70,6141ca4b0ea7cb0018d71d14,Python Developer,SE,"80,000 - 100,000 GBP per year","Salary 80,000 - 100,000 GBP per year Requirements:- 3-6 years of python development experience (ideally working on data intensive, numerical applications)Strong knowledge of linux/unix Knowledge of source control tools such as Git. Experience working in an Agile environment Responsibilities:- Referment have recently partnered with a growing FinTech firm who build compression and optimisation platforms for some of the worlds leading hedge funds and investment banking companies. They are headquartered in London but have recently started new offices in the US and mainland Europe meaning it's a very exciting time to be joining their technology team who are looking for new hires in their London headquarters!The role is for an exceptional python developer and you will work on building API's that feed into their quant libraries, as well as building and supporting new components of their compression system. The successful candidate should have worked on numerical python applications and strong experience with systems design and different programming paradigms.Technologies:- Python- Git- AWSMore: Referment have recently partnered with a growing FinTech firm who build compression and optimisation platforms for some of the worlds leading hedge funds and investment banking companies. They are headquartered in London but have recently started new offices in the US and mainland Europe meaning it's a very exciting time to be joining their technology team who are looking for new hires in their London headquarters!The role is for an exceptional python developer and you will work on building API's that feed into their quant libraries, as well as building and supporting new components of their compression system. The successful candidate should have worked on numerical python applications and strong experience with systems design and different programming paradigms.Key Requirements:3-6 years of python development experience (ideally working on data intensive, numerical applications)Strong knowledge of linux/unix Knowledge of source control tools such as Git. Experience working in an Agile environment Exposure to cloud technologies such as AWS (desirable)Not quite right for you? Refer someone you know and earn up to £500 when they complete a face-to-face or video interview through Referment. Find out more at http://www.referment.com",London,SE1 7TT,80000,100000
71,614a16c1d995c800181eeddb,Software Engineer (PHP/Laravel),SE,"25,000 - 45,000 GBP per year","Salary 25,000 - 45,000 GBP per year Requirements:- Essential experience:Working with Laravel and developing object-oriented PHP.Excellent communication skills; both written and verbal, as you may be liaising with internal and external customers on a regular basis.Understanding of the OWASP Top 10 and secure development principles.Keeping documentation up to date.Responsibilities:- We’re looking for an exceptional Software Engineer to join our fantastic team where you will be helping to build our own new SaaS products and expanding our existing core products. If you’re an experienced developer, particularly if you’re passionate about working with PHP and Laravel, get in touch.You will be working with a great team of experienced people rapidly developing new features on our proprietary platform. You’ll also be working very closely with the biggest and coolest brands in the UK and globally!We work as a team to define and drive forward what we want to build and have regular meetings where you'd help shape our future.Main duties and areas of responsibility:Working on building out and maintaining our existing projects.Integrating to third-party services and APIs.DevOps - helping to monitor and maintain both test and production environments.Maintaining the high standards of our codebase.Mentoring other team members.Technologies:- PHP- Laravel- JavaScript- AWS- JIRAMore: Tillo is a global SaaS platform making it super simple for reward, incentive and perks businesses to get gift cards. As the original industry innovators, we used our world-class, agile technology to really shake up the gift card market, pioneering innovation and boosting investment, but we’re not done yet! We have big ambitions and are on an exciting journey as we seek to power the entire incentive and perk industry globally with our infrastructure. We’re now seeking a back-end Software Engineer to help propel us to the next level.Our mission at Tillo is to become a global payment infrastructure for the B2B gift card industry. We’re the market leader in the UK and are active in a number of markets including the US, Europe, Australia and India. To continue working towards that goal, we have an exceptional development team creating and constantly evolving our unique technology.BenefitsWhat’s it like to work at Tillo?We offer all our employees trust and empower our team to work with flexibility and autonomy. We’re a close-knit team though and love working collaboratively, whether at our fantastic head office in Hove or remotely (we’ve always offered a level of remote working and the current climate has proven just how productive and resourceful we are!). The Tillo team are a motivated bunch and we all work hard to push Tillo forwards, always innovating. However, we completely understand the importance of work/life balance and offer a supportive and collaborative working environment with the following benefits:Designated Shares Options for all employees.26 days annual leave plus Bank Holidays.Monthly company lunches.Quarterly away days where we do everything from helping local charities to traditional team building activities.Quarterly staff engagement surveys - to listen and act on the employee voice.Monthly wellbeing events.Retail discounts.Well stocked drinks fridge and snack cupboards.Cycle to work scheme.Raising money for a charity outside of work? We’ll match whatever you raise with our charitable matching contribution.Volunteering scheme partnering with OnHand.If you’d like to learn more please contact our Head of People - Briony Robertson at briony@tillo.ioNo agencies please. Tillo does not accept speculative CV’s. We will only review CV’s sent in application for an advertised role. Any speculative CV’s received will be treated as the property of Tillo and any Terms and Conditions associated with use of the CV’s will be considered null and void.",Hove,BN3 6HA,25000,45000
72,61531deb13bd950018f2ff9b,Senior Ruby Engineer (fully remote in EU time zone),SE,"60,000 - 90,000 GBP per year","Salary 60,000 - 90,000 GBP per year Requirements:- -4+ years with Ruby on Rails at production level-Experience with SQL (MySQL) and NoSQL (Redis) databases-Unit tests (RSpec) and QA testing tools and techniques-Git advanced knowledge-Strong emphasis with Object Oriented Design and Design PatternsResponsibilities:- We have built a number of products at Reedsy, including a marketplace (https://reedsy.com) and a book discovery platform (https://reedsy.com/discovery). We're currently building a new authentication app and an email marketing tool. We have a number of new features in the pipeline for each of those and we need your help!Here's what you'll be doing:-Architect and develop highly scalable web applications;-Work closely with our designers and engineers to design, build, and ship new features from scratch;-Evaluate and improve the performance, durability, and security of applications in production;-Take ownership for your tasks and see features through from start to finish;-Build RESTful APIs.Technologies:- Ruby- MySQL- RedisMore: We’re here to give authors the tools and resources they need to create beautiful books. Our curated marketplace gathers the industry's best publishing professionals — the likes of Stephen King's designer, Neil Gaiman's editor or Walter Isaacson's publicist.We’ve grown to a community of 1,000,000 authors and over 2,500 freelancers in just a few short years, while picking up a number of industry awards along the way 🏆 As a team we are now about 40 people, we speak several different languages and we are fully remote!",London,N13 4BS,60000,90000
73,61543400cced89001865882f,Chief Technology Officer (d/f/m),Management,"110,000 - 120,000 GBP per year","Salary 110,000 - 120,000 GBP per year Requirements:- - Strong technical leadership experience, developing, coaching, and mentoring high achieving software engineering team(s) within a start-up organisation- You bring at least 8 years of native coding experience to the table and have a thorough understanding of setting up CI/CD pipelines, - Functional Programming and Serverless Architectures- You hold an AWS solutions architect professional certification- Passionate about our vision and incredible mission- Fluent in NodeJS & JavaIdeally domain experience as well, ie working with the NHSStrong communication skills, with the ability to share technical ideas and direction across the organization and a proven ability to influence decision making at all levels and in a variety of contextsResponsibilities:- - You are responsible for the technology roadmap and technical leadership and excellence- Lead and facilitate technical decision making for all products and services- Responsible for enterprise architecture that enables the product portfolio and automation- Work closely with each department across the company to fulfil the expectations of the customer- Collaborate and form partnerships with external and internal stakeholders to derive technology roadmap- Ensure mitigation of relevant security, privacy, and business continuity risksTechnologies:- AWS- Architect- CI/CD- Java- NodeJS- Security- Serverless- CloudMore: Why us?-Medloop is on a mission to bring tangible benefits to patients by using clinicians empowered by technology to increase access to healthcare for all. -Working across primary care we want to harness the power of innovation to improve the patient and clinician experience, allowing more flexibility in how services are provided, particularly in under-doctored areas, improving clinical outcomes and reducing the digital divide.-Opportunity to lead and grow a team of talented engineers-Challenging environment that will stimulate you to grow as a professional-Variety in your work and a fantastic, informal, international work atmosphere-Opportunity to shape the future of the company as an early employee-Have a big impact on changing the healthcare ecosystem from reactive to proactive-Competitive salary and significant equity package -We celebrate diversity and are committed to building teams that represent a variety of backgrounds, perspectives and skills. -All employment is decided on the basis of qualifications, merit and business need.",London,SW1H 9HP,110000,120000
74,615b0e9660121b0018aee6af,"Software Engineers (full stack, fronted, backend)",SE,"35,000 - 65,000 GBP per year","Salary 35,000 - 65,000 GBP per year Requirements:- Your experienceWe are looking for developers with a range of experience, from those just starting their career to those with decades under their belt. If you are keen to work with us, get in touch.Responsibilities:- What you will be doingArchitect, design, and develop reliable and secure software systems.Be a considerate team member, contributing to team working practices, as well as the wider organisation’s software engineering practices and processes.Consider the user at every step of the delivery process; from understanding the need to designing and delivering the solution.Take ownership, with the team, of software systems from conception and development, through live operation and decommissioning.Continually evaluate and improve how the team delivers.Always be learning.Support & mentoring within the development team as required.Technologies:- Java- Spring Boot- Docker- Kubernetes- AWS- Linux- GitLabMore: The OpportunitySurevine are looking to recruit great software engineers to help us build secure, scalable, collaboration solutions for the most security conscious organisations, enabling collaboration on their most highly sensitive information.How we workWe work in self-managed teams researching, designing, developing and problem-solving together. We value empathy, courtesy, and refined communication skills as much as strong technical ability.",GUILDFORD,GU1 4HD,35000,65000
75,615c4c7c31e0de00185bbf98,Agile Developer,SE,"35,000 - 50,000 GBP per year","Salary 35,000 - 50,000 GBP per year Requirements:- A combination of 2 or more of the following Skills is needed for the Agile Developer:GraphQL: query language and server-side runtime for application programming interfaces (APIs). Key priority it to give clients exactly the data they request and no more.Kubernetes: platform for managing containerised applications across a cluster of nodesDocker: platform which simplifies the process of building, running, managing and distributing applications; achieved through virtualising of the operating system of the computer on which it is hostedApache Kafka: distributed data store optimised for ingesting and processing streaming data in real-timeApache NiFi: open source dataflow management tool that can collect, route, enrich, transform and process data in a reliable and scalable mannerApache HBASE: open-source, NoSQL, distributed big data store. Enables real-time access to petabytes of data and very effective for handling large, sparse datasets.Apache Pheonix: open source, massively parallel relational database layer built on Apache HBaseHadoop: open source, Java-based software platform that manages data processing and storage for big data applicationsVMWare: platform which enables multiple virtual machines (VMs) to run on the same physical serverPostreSQL database: enterprise class open source and highly stable relational database which supports both SQL (relational) and JSON (non-relational) queryingPython, Java, C#/C Development languagesCloud: understanding of how to deploy to AWS/AzureResponsibilities:- Purpose of the role:As the demand for QinetiQ's services continues to increase, we are looking to set up a  new Digital Delivery Team to support Royal Navy (RN) requirements for Agile delivery of Digital and Data capability, both on extant and emerging opportunities. Responsible for development and unit test of the solution. The Key is having a high level of collaboration to maximize productivity so that minimal coordination is required to get things done. To minimize dependency, team members are typically experts in specific domains, but also possess basic knowledge and skills about others. Due to the nature of the role, you must be eligible for security clearance.Technologies:- Java- C#- Cloud- PythonMore: At QinetiQ we’re dedicated to defending sovereign capability, protecting lives and securing the vital interests of our customers. We are a company of over 6,000 dedicated people providing technological and scientific expertise that helps our customers protect, improve and advance their vital interests.Working across every aspect of the life cycle of critical equipment and infrastructure, providing services and products that address our customers' most pressing challenges; our breadth and depth of experience spans many markets and industries.What’s in it for the Agile Developer?A competitive SalaryWorking for a recognised company with an excellent reputationCareer development across a diverse International organisation Excellent benefits package including contributory pension, Life Cover, income protection, and much moreWorking in a company that invest in their team (including certifications & subscriptions)You will be working within industry-leading teams and peopleWhy Join QinetiQ?As we continue to grow into new markets around the world, there’s never been a more exciting time to join QinetiQ. The formula for success is our appetite for innovation, courage to take on a wide variety of complex challenges. You’ll experience a unique working environment where teams from different backgrounds, disciplines, and experiences enjoy collaborating widely and openly as we undertake this exciting and rewarding journey. Through effective teamwork, and pulling together, you’ll get to experience what happens when we all share different perspectives, blend disciplines, and link technologies; constantly discovering new ways of solving complex problems in a diverse and inclusive environment where you can be authentic, feel valued and realise your full potential. Read more about our diverse and inclusive workplace culture here.  Joining QinetiQ offers you an opportunity to work on a broad range of interesting defence-based projects with vast career progression across a global organisation in addition to competitive personal and professional benefits.  You’ll receive a highly competitive salary and benefits package: our basic salaries are very attractive as we constantly review what’s happening in the market. The range of benefits that we offer includes, flexible working, generous holiday entitlements, Health Cash Plan, Private Medical Insurance and Dental Insurance and much more. About QinetiQAs a company of over 6,000 dedicated professionals, we are a world-centre of excellence in research and development and act as a catalyst for fast-track innovation, offering outstanding experimentation facilities, and technical, engineering and scientific expertise. QinetiQ is made up of dedicated experts in defence, aerospace, security and related markets, all working together to explore new ways of protecting what matters most. Being part of QinetiQ means being central to the safety and security of the world around us. Partnering with our customers, we help to save lives; reduce risks to society; and maintain the global infrastructure on which we all depend. Come and find out how you can play a role.","Portsmouth,",PO6 3RU,35000,50000
